species,mpg,pop,method,spawningyear,abundance,modeled
Chinook salmon,Upper Salmon River,East Fork Salmon River,2,2014,571,421
Chinook salmon,Upper Salmon River,East Fork Salmon River,2,2015,229,270
Chinook salmon,Upper Salmon River,East Fork Salmon River,2,2017,15,62
Chinook salmon,Upper Salmon River,Lemhi River,1,2011,330,499
Chinook salmon,Upper Salmon River,Lemhi River,1,2012,174,461
Chinook salmon,Upper Salmon River,Lemhi River,1,2013,182,408
Chinook salmon,Upper Salmon River,Lemhi River,1,2014,534,669
Chinook salmon,Upper Salmon River,Lemhi River,1,2015,454,430
Chinook salmon,Upper Salmon River,Lemhi River,1,2016,276,345
Chinook salmon,Upper Salmon River,Lemhi River,1,2017,76,99
Chinook salmon,Upper Salmon River,Lemhi River,1,2018,208,125
Chinook salmon,Upper Salmon River,Lemhi River,1,2019,114,84
Chinook salmon,Upper Salmon River,Lemhi River,1,2020,202,174
Chinook salmon,Upper Salmon River,Lemhi River,1,2021,82,130
Chinook salmon,Upper Salmon River,Lemhi River,1,2022,690,294
Chinook salmon,Upper Salmon River,Lemhi River,1,2023,314,130
Chinook salmon,Upper Salmon River,Lemhi River,1,2024,142,142
Chinook salmon,Upper Salmon River,Lemhi River,1,2025,249,146
Chinook salmon,Upper Salmon River,Lemhi River,2,2011,320,604
Chinook salmon,Upper Salmon River,Lemhi River,2,2012,114,558
Chinook salmon,Upper Salmon River,Lemhi River,2,2013,440,493
Chinook salmon,Upper Salmon River,Lemhi River,2,2014,675,809
Chinook salmon,Upper Salmon River,Lemhi River,2,2015,745,520
Chinook salmon,Upper Salmon River,Lemhi River,2,2016,208,417
Chinook salmon,Upper Salmon River,Lemhi River,2,2017,87,120
Chinook salmon,Upper Salmon River,Lemhi River,2,2018,252,152
Chinook salmon,Upper Salmon River,Lemhi River,2,2019,217,102
Chinook salmon,Upper Salmon River,Lemhi River,2,2021,178,157
Chinook salmon,Upper Salmon River,Lemhi River,2,2022,641,355
Chinook salmon,Upper Salmon River,Lemhi River,2,2023,279,157
Chinook salmon,Upper Salmon River,Lemhi River,2,2024,210,172
Chinook salmon,Upper Salmon River,Lemhi River,2,2025,253,176
Chinook salmon,Upper Salmon River,North Fork Salmon River,1,2011,156,103
Chinook salmon,Upper Salmon River,North Fork Salmon River,1,2012,113,95
Chinook salmon,Upper Salmon River,North Fork Salmon River,1,2013,56,84
Chinook salmon,Upper Salmon River,North Fork Salmon River,1,2014,192,138
Chinook salmon,Upper Salmon River,North Fork Salmon River,1,2015,183,89
Chinook salmon,Upper Salmon River,North Fork Salmon River,1,2016,64,71
Chinook salmon,Upper Salmon River,North Fork Salmon River,1,2017,5,20
Chinook salmon,Upper Salmon River,North Fork Salmon River,1,2018,54,26
Chinook salmon,Upper Salmon River,North Fork Salmon River,1,2019,37,17
Chinook salmon,Upper Salmon River,North Fork Salmon River,1,2020,51,36
Chinook salmon,Upper Salmon River,North Fork Salmon River,1,2021,5,27
Chinook salmon,Upper Salmon River,North Fork Salmon River,1,2022,102,61
Chinook salmon,Upper Salmon River,North Fork Salmon River,1,2023,32,27
Chinook salmon,Upper Salmon River,North Fork Salmon River,1,2024,21,29
Chinook salmon,Upper Salmon River,North Fork Salmon River,1,2025,12,30
Chinook salmon,Upper Salmon River,North Fork Salmon River,2,2016,106,301
Chinook salmon,Upper Salmon River,North Fork Salmon River,2,2017,631,86
Chinook salmon,Upper Salmon River,North Fork Salmon River,2,2018,90,109
Chinook salmon,Upper Salmon River,North Fork Salmon River,2,2019,41,73
Chinook salmon,Upper Salmon River,North Fork Salmon River,2,2022,199,256
Chinook salmon,Upper Salmon River,North Fork Salmon River,2,2023,138,113
Chinook salmon,Upper Salmon River,North Fork Salmon River,2,2024,103,124
Chinook salmon,Upper Salmon River,Pahsimeroi River,1,2011,423,393
Chinook salmon,Upper Salmon River,Pahsimeroi River,1,2012,234,363
Chinook salmon,Upper Salmon River,Pahsimeroi River,1,2013,354,321
Chinook salmon,Upper Salmon River,Pahsimeroi River,1,2014,559,527
Chinook salmon,Upper Salmon River,Pahsimeroi River,1,2015,368,338
Chinook salmon,Upper Salmon River,Pahsimeroi River,1,2016,347,271
Chinook salmon,Upper Salmon River,Pahsimeroi River,1,2017,80,78
Chinook salmon,Upper Salmon River,Pahsimeroi River,1,2018,71,99
Chinook salmon,Upper Salmon River,Pahsimeroi River,1,2019,55,66
Chinook salmon,Upper Salmon River,Pahsimeroi River,1,2020,122,137
Chinook salmon,Upper Salmon River,Pahsimeroi River,1,2021,105,102
Chinook salmon,Upper Salmon River,Pahsimeroi River,1,2022,317,231
Chinook salmon,Upper Salmon River,Pahsimeroi River,1,2023,133,102
Chinook salmon,Upper Salmon River,Pahsimeroi River,1,2024,114,112
Chinook salmon,Upper Salmon River,Pahsimeroi River,1,2025,89,115
Chinook salmon,Upper Salmon River,Pahsimeroi River,2,2011,51,253
Chinook salmon,Upper Salmon River,Pahsimeroi River,2,2012,169,233
Chinook salmon,Upper Salmon River,Pahsimeroi River,2,2013,265,206
Chinook salmon,Upper Salmon River,Pahsimeroi River,2,2014,292,339
Chinook salmon,Upper Salmon River,Pahsimeroi River,2,2015,292,217
Chinook salmon,Upper Salmon River,Pahsimeroi River,2,2016,202,175
Chinook salmon,Upper Salmon River,Pahsimeroi River,2,2017,31,50
Chinook salmon,Upper Salmon River,Pahsimeroi River,2,2018,51,63
Chinook salmon,Upper Salmon River,Pahsimeroi River,2,2019,65,43
Chinook salmon,Upper Salmon River,Pahsimeroi River,2,2021,104,66
Chinook salmon,Upper Salmon River,Pahsimeroi River,2,2022,253,149
Chinook salmon,Upper Salmon River,Pahsimeroi River,2,2023,109,66
Chinook salmon,Upper Salmon River,Pahsimeroi River,2,2024,102,72
Chinook salmon,Upper Salmon River,Pahsimeroi River,2,2025,52,74
Chinook salmon,Upper Salmon River,Panther Creek,2,2018,133,150
Chinook salmon,Upper Salmon River,Panther Creek,2,2019,104,101
Chinook salmon,Upper Salmon River,Panther Creek,2,2021,82,155
Chinook salmon,Upper Salmon River,Panther Creek,2,2022,371,351
Chinook salmon,Upper Salmon River,Panther Creek,2,2023,199,156
Chinook salmon,Upper Salmon River,Panther Creek,2,2024,234,170
Chinook salmon,Upper Salmon River,Panther Creek,2,2025,186,174
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,1,2011,229,117
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,1,2012,183,108
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,1,2013,40,95
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,1,2014,239,156
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,1,2015,57,100
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,1,2016,148,81
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,1,2017,34,23
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,1,2018,21,29
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,1,2019,11,20
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,1,2020,44,41
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,1,2021,71,30
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,1,2022,32,69
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,1,2023,17,30
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,1,2024,17,33
Chinook salmon,Upper Salmon River,Salmon River Lower Mainstem,1,2025,50,34
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,1,2011,681,626
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,1,2012,650,578
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,1,2013,416,511
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,1,2014,631,839
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,1,2015,284,539
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,1,2016,326,432
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,1,2017,128,124
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,1,2018,100,157
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,1,2019,118,106
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,1,2020,365,218
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,1,2021,350,163
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,1,2022,302,368
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,1,2023,177,163
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,1,2024,130,179
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,1,2025,335,183
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2,2011,987,421
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2,2012,804,388
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2,2013,547,344
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2,2014,645,564
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2,2015,603,362
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2,2016,313,291
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2,2017,81,83
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2,2018,26,106
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2,2019,43,71
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2,2021,279,109
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2,2022,115,247
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2,2023,65,110
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2,2024,51,120
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2,2025,156,123
Chinook salmon,Upper Salmon River,Valley Creek,1,2011,112,225
Chinook salmon,Upper Salmon River,Valley Creek,1,2012,301,208
Chinook salmon,Upper Salmon River,Valley Creek,1,2013,131,184
Chinook salmon,Upper Salmon River,Valley Creek,1,2014,325,302
Chinook salmon,Upper Salmon River,Valley Creek,1,2015,199,194
Chinook salmon,Upper Salmon River,Valley Creek,1,2016,153,156
Chinook salmon,Upper Salmon River,Valley Creek,1,2017,77,45
Chinook salmon,Upper Salmon River,Valley Creek,1,2018,72,57
Chinook salmon,Upper Salmon River,Valley Creek,1,2019,8,38
Chinook salmon,Upper Salmon River,Valley Creek,1,2020,201,79
Chinook salmon,Upper Salmon River,Valley Creek,1,2021,115,59
Chinook salmon,Upper Salmon River,Valley Creek,1,2022,166,133
Chinook salmon,Upper Salmon River,Valley Creek,1,2023,43,59
Chinook salmon,Upper Salmon River,Valley Creek,1,2024,34,64
Chinook salmon,Upper Salmon River,Valley Creek,1,2025,81,66
Chinook salmon,Upper Salmon River,Valley Creek,2,2011,474,452
Chinook salmon,Upper Salmon River,Valley Creek,2,2012,489,418
Chinook salmon,Upper Salmon River,Valley Creek,2,2013,323,369
Chinook salmon,Upper Salmon River,Valley Creek,2,2014,675,606
Chinook salmon,Upper Salmon River,Valley Creek,2,2015,432,389
Chinook salmon,Upper Salmon River,Valley Creek,2,2016,237,312
Chinook salmon,Upper Salmon River,Valley Creek,2,2017,79,90
Chinook salmon,Upper Salmon River,Valley Creek,2,2018,150,114
Chinook salmon,Upper Salmon River,Valley Creek,2,2019,104,76
Chinook salmon,Upper Salmon River,Valley Creek,2,2021,86,117
Chinook salmon,Upper Salmon River,Valley Creek,2,2022,247,266
Chinook salmon,Upper Salmon River,Valley Creek,2,2023,90,118
Chinook salmon,Upper Salmon River,Valley Creek,2,2024,161,129
Chinook salmon,Upper Salmon River,Valley Creek,2,2025,117,132
Chinook salmon,Upper Salmon River,Yankee Fork,1,2011,116,68
Chinook salmon,Upper Salmon River,Yankee Fork,1,2012,236,62
Chinook salmon,Upper Salmon River,Yankee Fork,1,2013,358,55
Chinook salmon,Upper Salmon River,Yankee Fork,1,2014,216,91
Chinook salmon,Upper Salmon River,Yankee Fork,1,2015,34,58
Chinook salmon,Upper Salmon River,Yankee Fork,1,2016,351,47
Chinook salmon,Upper Salmon River,Yankee Fork,1,2017,24,13
Chinook salmon,Upper Salmon River,Yankee Fork,1,2018,10,17
Chinook salmon,Upper Salmon River,Yankee Fork,1,2019,2,11
Chinook salmon,Upper Salmon River,Yankee Fork,1,2020,8,24
Chinook salmon,Upper Salmon River,Yankee Fork,1,2021,4,18
Chinook salmon,Upper Salmon River,Yankee Fork,1,2022,50,40
Chinook salmon,Upper Salmon River,Yankee Fork,1,2023,8,18
Chinook salmon,Upper Salmon River,Yankee Fork,1,2024,8,19
Chinook salmon,Upper Salmon River,Yankee Fork,1,2025,3,20
Chinook salmon,Upper Salmon River,Yankee Fork,2,2012,296,159
Chinook salmon,Upper Salmon River,Yankee Fork,2,2013,287,141
Chinook salmon,Upper Salmon River,Yankee Fork,2,2014,204,231
Chinook salmon,Upper Salmon River,Yankee Fork,2,2015,119,149
Chinook salmon,Upper Salmon River,Yankee Fork,2,2016,118,119
Chinook salmon,Upper Salmon River,Yankee Fork,2,2017,44,34
Chinook salmon,Upper Salmon River,Yankee Fork,2,2018,79,43
Chinook salmon,Upper Salmon River,Yankee Fork,2,2019,28,29
Chinook salmon,Upper Salmon River,Yankee Fork,2,2021,35,45
Chinook salmon,Upper Salmon River,Yankee Fork,2,2022,35,102
Chinook salmon,Upper Salmon River,Yankee Fork,2,2023,37,45
Chinook salmon,Upper Salmon River,Yankee Fork,2,2024,44,49
Chinook salmon,Upper Salmon River,Yankee Fork,2,2025,34,50
Chinook salmon,Wet Clearwater,Lochsa River,2,2017,573,247
Chinook salmon,Wet Clearwater,Lochsa River,2,2018,298,288
Chinook salmon,Wet Clearwater,Lochsa River,2,2019,135,181
Chinook salmon,Wet Clearwater,Lochsa River,2,2021,227,242
Chinook salmon,Wet Clearwater,Lochsa River,2,2022,387,466
Chinook salmon,Wet Clearwater,Lochsa River,2,2023,245,207
Chinook salmon,Wet Clearwater,Lochsa River,2,2024,177,237
Chinook salmon,Wet Clearwater,Lochsa River,2,2025,217,277
Chinook salmon,Wet Clearwater,Lolo Creek,2,2012,353,283
Chinook salmon,Wet Clearwater,Lolo Creek,2,2013,206,218
Chinook salmon,Wet Clearwater,Lolo Creek,2,2014,155,305
Chinook salmon,Wet Clearwater,Lolo Creek,2,2015,262,221
Chinook salmon,Wet Clearwater,Lolo Creek,2,2016,295,205
Chinook salmon,Wet Clearwater,Lolo Creek,2,2017,38,60
Chinook salmon,Wet Clearwater,Lolo Creek,2,2018,47,70
Chinook salmon,Wet Clearwater,Lolo Creek,2,2019,76,44
Chinook salmon,Wet Clearwater,Lolo Creek,2,2021,68,59
Chinook salmon,Wet Clearwater,Lolo Creek,2,2022,101,113
Chinook salmon,Wet Clearwater,Lolo Creek,2,2023,50,50
Chinook salmon,Wet Clearwater,Lolo Creek,2,2024,53,57
Chinook salmon,Wet Clearwater,Lolo Creek,2,2025,79,67
Chinook salmon,Dry Clearwater,South Fork Clearwater River Upper Mainstem,2,2011,NA,986
Chinook salmon,Dry Clearwater,South Fork Clearwater River Upper Mainstem,2,2020,NA,217
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2,2020,NA,40
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2,2025,NA,44
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2,2020,NA,208
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2,2011,NA,231
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2,2014,NA,220
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2,2020,NA,76
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2,2023,NA,58
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,2,2020,NA,377
Chinook salmon,Grande Ronde / Imnaha,Lookingglass Creek,2,2020,NA,90
Chinook salmon,Grande Ronde / Imnaha,Lookingglass Creek,2,2025,NA,100
Chinook salmon,Grande Ronde / Imnaha,Minam River,2,2011,NA,1117
Chinook salmon,Grande Ronde / Imnaha,Minam River,2,2012,NA,881
Chinook salmon,Grande Ronde / Imnaha,Minam River,2,2013,NA,648
Chinook salmon,Grande Ronde / Imnaha,Minam River,2,2014,NA,1064
Chinook salmon,Grande Ronde / Imnaha,Minam River,2,2015,NA,735
Chinook salmon,Grande Ronde / Imnaha,Minam River,2,2016,NA,764
Chinook salmon,Grande Ronde / Imnaha,Minam River,2,2017,NA,250
Chinook salmon,Grande Ronde / Imnaha,Minam River,2,2018,NA,265
Chinook salmon,Grande Ronde / Imnaha,Minam River,2,2019,NA,191
Chinook salmon,Grande Ronde / Imnaha,Minam River,2,2020,NA,367
Chinook salmon,Grande Ronde / Imnaha,Wallowa/Lostine Rivers,1,2025,NA,430
Chinook salmon,Lower Snake,Asotin Creek,1,2017,NA,1
Chinook salmon,Lower Snake,Asotin Creek,1,2018,NA,1
Chinook salmon,Lower Snake,Asotin Creek,1,2019,NA,0
Chinook salmon,Lower Snake,Asotin Creek,1,2020,NA,1
Chinook salmon,Lower Snake,Asotin Creek,1,2021,NA,1
Chinook salmon,Lower Snake,Asotin Creek,1,2022,NA,2
Chinook salmon,Lower Snake,Asotin Creek,1,2023,NA,1
Chinook salmon,Lower Snake,Asotin Creek,1,2024,NA,1
Chinook salmon,Lower Snake,Asotin Creek,1,2025,NA,1
Chinook salmon,Lower Snake,Asotin Creek,2,2020,NA,5
Chinook salmon,Lower Snake,Tucannon River,1,2025,NA,40
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2,2011,NA,693
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2,2012,NA,673
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2,2013,NA,525
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2,2014,NA,857
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2,2020,NA,249
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2,2023,NA,187
Chinook salmon,Middle Fork Salmon River,Bear Valley Creek,2,2025,NA,381
Chinook salmon,Middle Fork Salmon River,Big Creek,2,2020,NA,379
Chinook salmon,Middle Fork Salmon River,Marsh Creek,2,2011,NA,842
Chinook salmon,Middle Fork Salmon River,Marsh Creek,2,2012,NA,817
Chinook salmon,Middle Fork Salmon River,Marsh Creek,2,2013,NA,638
Chinook salmon,Middle Fork Salmon River,Marsh Creek,2,2014,NA,1041
Chinook salmon,Middle Fork Salmon River,Marsh Creek,2,2015,NA,786
Chinook salmon,Middle Fork Salmon River,Marsh Creek,2,2016,NA,628
Chinook salmon,Middle Fork Salmon River,Marsh Creek,2,2017,NA,168
Chinook salmon,Middle Fork Salmon River,Marsh Creek,2,2018,NA,246
Chinook salmon,Middle Fork Salmon River,Marsh Creek,2,2019,NA,141
Chinook salmon,Middle Fork Salmon River,Marsh Creek,2,2020,NA,302
Chinook salmon,Middle Fork Salmon River,Middle Fork Salmon River Lower Mainstem,1,2025,NA,3
Chinook salmon,South Fork Salmon River,East Fork South Fork Salmon River,1,2019,NA,163
Chinook salmon,South Fork Salmon River,East Fork South Fork Salmon River,1,2020,NA,341
Chinook salmon,South Fork Salmon River,East Fork South Fork Salmon River,1,2021,NA,331
Chinook salmon,South Fork Salmon River,East Fork South Fork Salmon River,1,2022,NA,856
Chinook salmon,South Fork Salmon River,East Fork South Fork Salmon River,1,2023,NA,381
Chinook salmon,South Fork Salmon River,East Fork South Fork Salmon River,1,2024,NA,464
Chinook salmon,South Fork Salmon River,East Fork South Fork Salmon River,1,2025,NA,562
Chinook salmon,South Fork Salmon River,East Fork South Fork Salmon River,2,2020,NA,405
Chinook salmon,South Fork Salmon River,Secesh River,1,2019,NA,224
Chinook salmon,South Fork Salmon River,Secesh River,1,2020,NA,468
Chinook salmon,South Fork Salmon River,Secesh River,1,2021,NA,455
Chinook salmon,South Fork Salmon River,Secesh River,1,2022,NA,1174
Chinook salmon,South Fork Salmon River,Secesh River,1,2023,NA,522
Chinook salmon,South Fork Salmon River,Secesh River,1,2024,NA,637
Chinook salmon,South Fork Salmon River,Secesh River,1,2025,NA,770
Chinook salmon,South Fork Salmon River,Secesh River,2,2020,NA,456
Chinook salmon,South Fork Salmon River,South Fork Salmon River,2,2020,NA,1142
Chinook salmon,Upper Salmon River,East Fork Salmon River,2,2016,NA,217
Chinook salmon,Upper Salmon River,East Fork Salmon River,2,2018,NA,79
Chinook salmon,Upper Salmon River,East Fork Salmon River,2,2019,NA,53
Chinook salmon,Upper Salmon River,East Fork Salmon River,2,2020,NA,110
Chinook salmon,Upper Salmon River,East Fork Salmon River,2,2021,NA,82
Chinook salmon,Upper Salmon River,East Fork Salmon River,2,2022,NA,185
Chinook salmon,Upper Salmon River,East Fork Salmon River,2,2023,NA,82
Chinook salmon,Upper Salmon River,East Fork Salmon River,2,2024,NA,90
Chinook salmon,Upper Salmon River,East Fork Salmon River,2,2025,NA,92
Chinook salmon,Upper Salmon River,Lemhi River,2,2020,NA,211
Chinook salmon,Upper Salmon River,North Fork Salmon River,2,2011,NA,435
Chinook salmon,Upper Salmon River,North Fork Salmon River,2,2012,NA,402
Chinook salmon,Upper Salmon River,North Fork Salmon River,2,2013,NA,355
Chinook salmon,Upper Salmon River,North Fork Salmon River,2,2014,NA,583
Chinook salmon,Upper Salmon River,North Fork Salmon River,2,2015,NA,374
Chinook salmon,Upper Salmon River,North Fork Salmon River,2,2020,NA,152
Chinook salmon,Upper Salmon River,North Fork Salmon River,2,2021,NA,113
Chinook salmon,Upper Salmon River,North Fork Salmon River,2,2025,NA,127
Chinook salmon,Upper Salmon River,Pahsimeroi River,2,2020,NA,88
Chinook salmon,Upper Salmon River,Panther Creek,2,2011,NA,597
Chinook salmon,Upper Salmon River,Panther Creek,2,2012,NA,552
Chinook salmon,Upper Salmon River,Panther Creek,2,2013,NA,488
Chinook salmon,Upper Salmon River,Panther Creek,2,2014,NA,801
Chinook salmon,Upper Salmon River,Panther Creek,2,2015,NA,514
Chinook salmon,Upper Salmon River,Panther Creek,2,2016,NA,413
Chinook salmon,Upper Salmon River,Panther Creek,2,2017,NA,118
Chinook salmon,Upper Salmon River,Panther Creek,2,2020,NA,208
Chinook salmon,Upper Salmon River,Salmon River Upper Mainstem,2,2020,NA,147
Chinook salmon,Upper Salmon River,Valley Creek,2,2020,NA,158
Chinook salmon,Upper Salmon River,Yankee Fork,2,2011,NA,173
Chinook salmon,Upper Salmon River,Yankee Fork,2,2020,NA,60
Chinook salmon,Wet Clearwater,Lochsa River,2,2011,NA,1290
Chinook salmon,Wet Clearwater,Lochsa River,2,2012,NA,1167
Chinook salmon,Wet Clearwater,Lochsa River,2,2013,NA,900
Chinook salmon,Wet Clearwater,Lochsa River,2,2014,NA,1257
Chinook salmon,Wet Clearwater,Lochsa River,2,2015,NA,910
Chinook salmon,Wet Clearwater,Lochsa River,2,2016,NA,845
Chinook salmon,Wet Clearwater,Lochsa River,2,2020,NA,323
Chinook salmon,Wet Clearwater,Lolo Creek,2,2011,NA,313
Chinook salmon,Wet Clearwater,Lolo Creek,2,2020,NA,78
